RowIndex,TimestampMs,PpgGreen,PpgRed,PpgIr,AccX,AccY,AccZ,HeartRate,IBI_ms
Row 38 | Timestamp: 1710826327186 ms | PPG(Green=2119314, Red=2119314, Ir=2119314) | ACC(X=-0.198789656162262, Y=0.371233701705933, Z=8.96709060668945) | HR=86 bpm | IBI=769 ms | Participant=P03
Row 3440 | Timestamp: 1710826463717 ms | PPG(Green=2114564, Red=2114564, Ir=2114564) | ACC(X=4.65838432312012, Y=6.22235584259033, Z=6.2439112663269) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3441 | Timestamp: 1710826463757 ms | PPG(Green=2113630, Red=2113630, Ir=2113630) | ACC(X=4.69431018829346, Y=6.17924499511719, Z=6.16487455368042) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3442 | Timestamp: 1710826463797 ms | PPG(Green=2112870, Red=2112870, Ir=2112870) | ACC(X=4.72305059432983, Y=6.2439112663269, Z=6.11697340011597) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3443 | Timestamp: 1710826463838 ms | PPG(Green=2111760, Red=2111760, Ir=2111760) | ACC(X=4.72784090042114, Y=6.20319557189941, Z=6.11457824707031) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3444 | Timestamp: 1710826463878 ms | PPG(Green=2109975, Red=2109975, Ir=2109975) | ACC(X=4.79250764846802, Y=6.14331912994385, Z=6.12176370620728) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3445 | Timestamp: 1710826463918 ms | PPG(Green=2108778, Red=2108778, Ir=2108778) | ACC(X=4.67275476455688, Y=6.25109672546387, Z=6.13852882385254) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3446 | Timestamp: 1710826463958 ms | PPG(Green=2108390, Red=2108390, Ir=2108390) | ACC(X=4.71107530593872, Y=6.2439112663269, Z=6.14092397689819) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3447 | Timestamp: 1710826463998 ms | PPG(Green=2108433, Red=2108433, Ir=2108433) | ACC(X=4.72544574737549, Y=6.22714614868164, Z=6.1912202835083) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3448 | Timestamp: 1710826464039 ms | PPG(Green=2109094, Red=2109094, Ir=2109094) | ACC(X=4.62724876403809, Y=6.23433113098145, Z=6.11457824707031) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3449 | Timestamp: 1710826464079 ms | PPG(Green=2110000, Red=2110000, Ir=2110000) | ACC(X=4.62006330490112, Y=6.21277570724487, Z=6.11697340011597) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3450 | Timestamp: 1710826464119 ms | PPG(Green=2110883, Red=2110883, Ir=2110883) | ACC(X=4.6392240524292, Y=6.1840353012085, Z=6.19361543655396) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3451 | Timestamp: 1710826464159 ms | PPG(Green=2111988, Red=2111988, Ir=2111988) | ACC(X=4.64401388168335, Y=6.21038055419922, Z=6.12176370620728) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3452 | Timestamp: 1710826464199 ms | PPG(Green=2113079, Red=2113079, Ir=2113079) | ACC(X=4.72305059432983, Y=6.27265214920044, Z=6.13852882385254) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3453 | Timestamp: 1710826464240 ms | PPG(Green=2114205, Red=2114205, Ir=2114205) | ACC(X=4.65359401702881, Y=6.31336832046509, Z=6.13613414764404) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3454 | Timestamp: 1710826464280 ms | PPG(Green=2115461, Red=2115461, Ir=2115461) | ACC(X=4.72784090042114, Y=6.22714614868164, Z=6.14331912994385) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3455 | Timestamp: 1710826464320 ms | PPG(Green=2116713, Red=2116713, Ir=2116713) | ACC(X=4.684730052948, Y=6.21996068954468, Z=6.16487455368042) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3456 | Timestamp: 1710826464360 ms | PPG(Green=2117955, Red=2117955, Ir=2117955) | ACC(X=4.70149517059326, Y=6.33013343811035, Z=6.16008472442627) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3457 | Timestamp: 1710826464400 ms | PPG(Green=2119428, Red=2119428, Ir=2119428) | ACC(X=4.62006330490112, Y=6.23433113098145, Z=6.12894868850708) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3458 | Timestamp: 1710826464441 ms | PPG(Green=2120982, Red=2120982, Ir=2120982) | ACC(X=4.72065591812134, Y=6.20798587799072, Z=6.20559072494507) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3459 | Timestamp: 1710826464481 ms | PPG(Green=2122050, Red=2122050, Ir=2122050) | ACC(X=4.79969263076782, Y=6.33013343811035, Z=6.1002082824707) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3460 | Timestamp: 1710826464521 ms | PPG(Green=2117394, Red=2117394, Ir=2117394) | ACC(X=4.73981618881226, Y=6.24870157241821, Z=6.14331912994385) | HR=0 bpm | IBI=529 ms | Participant=P03
Row 3461 | Timestamp: 1710826464561 ms | PPG(Green=2108948, Red=2108948, Ir=2108948) | ACC(X=4.6919150352478, Y=6.20559072494507, Z=6.16008472442627) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3462 | Timestamp: 1710826464602 ms | PPG(Green=2102040, Red=2102040, Ir=2102040) | ACC(X=4.72305059432983, Y=6.32294845581055, Z=6.14092397689819) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3463 | Timestamp: 1710826464643 ms | PPG(Green=2098017, Red=2098017, Ir=2098017) | ACC(X=4.72544574737549, Y=6.26307201385498, Z=6.15050411224365) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3464 | Timestamp: 1710826464682 ms | PPG(Green=2095945, Red=2095945, Ir=2095945) | ACC(X=4.64880418777466, Y=6.29899787902832, Z=6.09781312942505) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3465 | Timestamp: 1710826464722 ms | PPG(Green=2094507, Red=2094507, Ir=2094507) | ACC(X=4.684730052948, Y=6.21038055419922, Z=6.16966485977173) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3466 | Timestamp: 1710826464763 ms | PPG(Green=2093928, Red=2093928, Ir=2093928) | ACC(X=4.65598917007446, Y=6.19601058959961, Z=6.11218357086182) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3467 | Timestamp: 1710826464803 ms | PPG(Green=2093118, Red=2093118, Ir=2093118) | ACC(X=4.6392240524292, Y=6.22714614868164, Z=6.13134384155273) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3468 | Timestamp: 1710826464844 ms | PPG(Green=2091776, Red=2091776, Ir=2091776) | ACC(X=4.65359401702881, Y=6.17684984207153, Z=6.18164014816284) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3469 | Timestamp: 1710826464883 ms | PPG(Green=2090455, Red=2090455, Ir=2090455) | ACC(X=4.64880418777466, Y=6.24151659011841, Z=6.16726970672607) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3470 | Timestamp: 1710826464924 ms | PPG(Green=2089600, Red=2089600, Ir=2089600) | ACC(X=4.64401388168335, Y=6.23193597793579, Z=6.12655353546143) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3471 | Timestamp: 1710826464964 ms | PPG(Green=2089696, Red=2089696, Ir=2089696) | ACC(X=4.6392240524292, Y=6.23433113098145, Z=6.13613414764404) | HR=118 bpm | IBI=0 ms | Participant=P03
Row 3472 | Timestamp: 1710826465004 ms | PPG(Green=2090127, Red=2090127, Ir=2090127) | ACC(X=4.63203859329224, Y=6.19361543655396, Z=6.10739326477051) | HR=114 bpm | IBI=0 ms | Participant=P03
Row 3473 | Timestamp: 1710826465045 ms | PPG(Green=2091133, Red=2091133, Ir=2091133) | ACC(X=4.69910001754761, Y=6.27025699615479, Z=6.16247940063477) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3474 | Timestamp: 1710826465085 ms | PPG(Green=2092139, Red=2092139, Ir=2092139) | ACC(X=4.60329818725586, Y=6.24870157241821, Z=6.12655353546143) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3475 | Timestamp: 1710826465125 ms | PPG(Green=2093387, Red=2093387, Ir=2093387) | ACC(X=4.65598917007446, Y=6.22475099563599, Z=6.17684984207153) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3476 | Timestamp: 1710826465165 ms | PPG(Green=2094672, Red=2094672, Ir=2094672) | ACC(X=4.62006330490112, Y=6.25349187850952, Z=6.13613414764404) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3477 | Timestamp: 1710826465205 ms | PPG(Green=2095866, Red=2095866, Ir=2095866) | ACC(X=4.63203859329224, Y=6.22714614868164, Z=6.12415885925293) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3478 | Timestamp: 1710826465246 ms | PPG(Green=2097125, Red=2097125, Ir=2097125) | ACC(X=4.65359401702881, Y=6.1912202835083, Z=6.1457142829895) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3479 | Timestamp: 1710826465286 ms | PPG(Green=2098457, Red=2098457, Ir=2098457) | ACC(X=4.66317462921143, Y=6.20798587799072, Z=6.11936855316162) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3480 | Timestamp: 1710826465326 ms | PPG(Green=2099870, Red=2099870, Ir=2099870) | ACC(X=4.63443374633789, Y=6.18642997741699, Z=6.16726970672607) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3481 | Timestamp: 1710826465366 ms | PPG(Green=2101379, Red=2101379, Ir=2101379) | ACC(X=4.70389032363892, Y=6.28462743759155, Z=6.16726970672607) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3482 | Timestamp: 1710826465407 ms | PPG(Green=2103067, Red=2103067, Ir=2103067) | ACC(X=4.66077947616577, Y=6.25588655471802, Z=6.14092397689819) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3483 | Timestamp: 1710826465448 ms | PPG(Green=2104859, Red=2104859, Ir=2104859) | ACC(X=4.66317462921143, Y=6.27983713150024, Z=6.13134384155273) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3484 | Timestamp: 1710826465487 ms | PPG(Green=2106155, Red=2106155, Ir=2106155) | ACC(X=4.67754459381104, Y=6.22714614868164, Z=6.12415885925293) | HR=112 bpm | IBI=0 ms | Participant=P03
Row 3485 | Timestamp: 1710826465528 ms | PPG(Green=2102538, Red=2102538, Ir=2102538) | ACC(X=4.75418663024902, Y=6.19361543655396, Z=6.14331912994385) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3486 | Timestamp: 1710826465568 ms | PPG(Green=2094658, Red=2094658, Ir=2094658) | ACC(X=4.54821157455444, Y=6.2367262840271, Z=6.18882513046265) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3487 | Timestamp: 1710826465608 ms | PPG(Green=2087560, Red=2087560, Ir=2087560) | ACC(X=4.64401388168335, Y=6.27025699615479, Z=6.1002082824707) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3488 | Timestamp: 1710826465649 ms | PPG(Green=2083613, Red=2083613, Ir=2083613) | ACC(X=4.59371757507324, Y=6.17924499511719, Z=6.10739326477051) | HR=114 bpm | IBI=0 ms | Participant=P03
Row 3489 | Timestamp: 1710826465688 ms | PPG(Green=2081424, Red=2081424, Ir=2081424) | ACC(X=4.67035961151123, Y=6.33252859115601, Z=6.14331912994385) | HR=114 bpm | IBI=0 ms | Participant=P03
Row 3490 | Timestamp: 1710826465729 ms | PPG(Green=2079995, Red=2079995, Ir=2079995) | ACC(X=4.67035961151123, Y=6.16247940063477, Z=6.11936855316162) | HR=115 bpm | IBI=0 ms | Participant=P03
Row 3491 | Timestamp: 1710826465769 ms | PPG(Green=2079391, Red=2079391, Ir=2079391) | ACC(X=4.6416187286377, Y=6.27025699615479, Z=6.12176370620728) | HR=116 bpm | IBI=0 ms | Participant=P03
Row 3492 | Timestamp: 1710826465809 ms | PPG(Green=2078589, Red=2078589, Ir=2078589) | ACC(X=4.5961127281189, Y=6.31097316741943, Z=6.12176370620728) | HR=116 bpm | IBI=0 ms | Participant=P03
Row 3493 | Timestamp: 1710826465850 ms | PPG(Green=2077282, Red=2077282, Ir=2077282) | ACC(X=4.61048316955566, Y=6.28462743759155, Z=6.18164014816284) | HR=117 bpm | IBI=0 ms | Participant=P03
Row 3494 | Timestamp: 1710826465890 ms | PPG(Green=2075830, Red=2075830, Ir=2075830) | ACC(X=4.56258201599121, Y=6.29660272598267, Z=6.13134384155273) | HR=117 bpm | IBI=0 ms | Participant=P03
Row 3495 | Timestamp: 1710826465930 ms | PPG(Green=2075206, Red=2075206, Ir=2075206) | ACC(X=4.65359401702881, Y=6.19361543655396, Z=6.15529441833496) | HR=116 bpm | IBI=0 ms | Participant=P03
Row 3496 | Timestamp: 1710826465970 ms | PPG(Green=2075228, Red=2075228, Ir=2075228) | ACC(X=4.72784090042114, Y=6.23912143707275, Z=6.16487455368042) | HR=115 bpm | IBI=0 ms | Participant=P03
Row 3497 | Timestamp: 1710826466010 ms | PPG(Green=2075754, Red=2075754, Ir=2075754) | ACC(X=4.66556930541992, Y=6.22475099563599, Z=6.15289926528931) | HR=114 bpm | IBI=0 ms | Participant=P03
Row 3498 | Timestamp: 1710826466051 ms | PPG(Green=2076543, Red=2076543, Ir=2076543) | ACC(X=4.64880418777466, Y=6.28941774368286, Z=6.11936855316162) | HR=113 bpm | IBI=0 ms | Participant=P03
Row 3499 | Timestamp: 1710826466091 ms | PPG(Green=2077629, Red=2077629, Ir=2077629) | ACC(X=4.65838432312012, Y=6.17684984207153, Z=6.13852882385254) | HR=110 bpm | IBI=0 ms | Participant=P03
Row 3500 | Timestamp: 1710826466131 ms | PPG(Green=2078778, Red=2078778, Ir=2078778) | ACC(X=4.66077947616577, Y=6.2367262840271, Z=6.21996068954468) | HR=108 bpm | IBI=0 ms | Participant=P03
Row 3501 | Timestamp: 1710826466171 ms | PPG(Green=2081434, Red=2081434, Ir=2081434) | ACC(X=4.62964344024658, Y=6.21038055419922, Z=6.17206001281738) | HR=106 bpm | IBI=0 ms | Participant=P03
Row 3502 | Timestamp: 1710826466212 ms | PPG(Green=2082700, Red=2082700, Ir=2082700) | ACC(X=4.67993974685669, Y=6.21277570724487, Z=6.13134384155273) | HR=104 bpm | IBI=0 ms | Participant=P03
Row 3503 | Timestamp: 1710826466253 ms | PPG(Green=2084051, Red=2084051, Ir=2084051) | ACC(X=4.684730052948, Y=6.31815814971924, Z=6.1912202835083) | HR=103 bpm | IBI=0 ms | Participant=P03
Row 3504 | Timestamp: 1710826466292 ms | PPG(Green=2085615, Red=2085615, Ir=2085615) | ACC(X=4.66796445846558, Y=6.2822322845459, Z=6.12894868850708) | HR=102 bpm | IBI=0 ms | Participant=P03
Row 3505 | Timestamp: 1710826466332 ms | PPG(Green=2087374, Red=2087374, Ir=2087374) | ACC(X=4.51707601547241, Y=6.20798587799072, Z=6.1457142829895) | HR=101 bpm | IBI=0 ms | Participant=P03
Row 3506 | Timestamp: 1710826466373 ms | PPG(Green=2089072, Red=2089072, Ir=2089072) | ACC(X=4.63443374633789, Y=6.2439112663269, Z=6.20798587799072) | HR=100 bpm | IBI=0 ms | Participant=P03
Row 3507 | Timestamp: 1710826466412 ms | PPG(Green=2090838, Red=2090838, Ir=2090838) | ACC(X=4.58413743972778, Y=6.27983713150024, Z=6.13373899459839) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3508 | Timestamp: 1710826466453 ms | PPG(Green=2092594, Red=2092594, Ir=2092594) | ACC(X=4.5961127281189, Y=6.27504730224609, Z=6.15289926528931) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3509 | Timestamp: 1710826466493 ms | PPG(Green=2090009, Red=2090009, Ir=2090009) | ACC(X=4.71107530593872, Y=6.27744245529175, Z=6.06907224655151) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3510 | Timestamp: 1710826466533 ms | PPG(Green=2082610, Red=2082610, Ir=2082610) | ACC(X=4.66317462921143, Y=6.370849609375, Z=6.15289926528931) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3511 | Timestamp: 1710826466573 ms | PPG(Green=2075778, Red=2075778, Ir=2075778) | ACC(X=4.62964344024658, Y=6.33252859115601, Z=6.11697340011597) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3512 | Timestamp: 1710826466613 ms | PPG(Green=2071777, Red=2071777, Ir=2071777) | ACC(X=4.60808801651001, Y=6.27983713150024, Z=6.09541797637939) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3513 | Timestamp: 1710826466654 ms | PPG(Green=2069805, Red=2069805, Ir=2069805) | ACC(X=4.61287832260132, Y=6.26307201385498, Z=6.21038055419922) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3514 | Timestamp: 1710826466694 ms | PPG(Green=2068750, Red=2068750, Ir=2068750) | ACC(X=4.69910001754761, Y=6.27744245529175, Z=6.13852882385254) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3515 | Timestamp: 1710826466734 ms | PPG(Green=2068224, Red=2068224, Ir=2068224) | ACC(X=4.59371757507324, Y=6.26546716690063, Z=6.08344268798828) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3516 | Timestamp: 1710826466774 ms | PPG(Green=2067822, Red=2067822, Ir=2067822) | ACC(X=4.6416187286377, Y=6.29420757293701, Z=6.1002082824707) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3517 | Timestamp: 1710826466814 ms | PPG(Green=2066806, Red=2066806, Ir=2066806) | ACC(X=4.64401388168335, Y=6.29899787902832, Z=6.08823299407959) | HR=99 bpm | IBI=0 ms | Participant=P03
Row 3518 | Timestamp: 1710826466855 ms | PPG(Green=2065806, Red=2065806, Ir=2065806) | ACC(X=4.59371757507324, Y=6.2822322845459, Z=6.16008472442627) | HR=98 bpm | IBI=0 ms | Participant=P03
Row 3519 | Timestamp: 1710826466894 ms | PPG(Green=2065225, Red=2065225, Ir=2065225) | ACC(X=4.69670534133911, Y=6.23193597793579, Z=6.14331912994385) | HR=98 bpm | IBI=0 ms | Participant=P03
Row 3520 | Timestamp: 1710826466935 ms | PPG(Green=2065512, Red=2065512, Ir=2065512) | ACC(X=4.63203859329224, Y=6.34929418563843, Z=6.10499811172485) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3521 | Timestamp: 1710826466975 ms | PPG(Green=2066165, Red=2066165, Ir=2066165) | ACC(X=4.58653259277344, Y=6.34210872650146, Z=6.16487455368042) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3522 | Timestamp: 1710826467015 ms | PPG(Green=2067299, Red=2067299, Ir=2067299) | ACC(X=4.62964344024658, Y=6.27265214920044, Z=6.11697340011597) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3523 | Timestamp: 1710826467056 ms | PPG(Green=2068605, Red=2068605, Ir=2068605) | ACC(X=4.68951988220215, Y=6.26307201385498, Z=6.08104753494263) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3524 | Timestamp: 1710826467095 ms | PPG(Green=2069859, Red=2069859, Ir=2069859) | ACC(X=4.61287832260132, Y=6.31815814971924, Z=6.12655353546143) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3525 | Timestamp: 1710826467135 ms | PPG(Green=2071374, Red=2071374, Ir=2071374) | ACC(X=4.60090303421021, Y=6.27265214920044, Z=6.14810943603516) | HR=97 bpm | IBI=0 ms | Participant=P03
Row 3526 | Timestamp: 1710826467176 ms | PPG(Green=2072755, Red=2072755, Ir=2072755) | ACC(X=4.70149517059326, Y=6.34210872650146, Z=6.13134384155273) | HR=96 bpm | IBI=0 ms | Participant=P03
Row 3527 | Timestamp: 1710826467216 ms | PPG(Green=2074195, Red=2074195, Ir=2074195) | ACC(X=4.59132289886475, Y=6.33252859115601, Z=6.11697340011597) | HR=96 bpm | IBI=0 ms | Participant=P03
Row 3528 | Timestamp: 1710826467257 ms | PPG(Green=2075740, Red=2075740, Ir=2075740) | ACC(X=4.61048316955566, Y=6.33731889724731, Z=6.15050411224365) | HR=95 bpm | IBI=0 ms | Participant=P03
Row 3529 | Timestamp: 1710826467296 ms | PPG(Green=2077408, Red=2077408, Ir=2077408) | ACC(X=4.61766815185547, Y=6.31336832046509, Z=6.15050411224365) | HR=94 bpm | IBI=0 ms | Participant=P03
Row 3530 | Timestamp: 1710826467337 ms | PPG(Green=2079070, Red=2079070, Ir=2079070) | ACC(X=4.62485361099243, Y=6.22954130172729, Z=6.12655353546143) | HR=94 bpm | IBI=0 ms | Participant=P03
Row 3531 | Timestamp: 1710826467377 ms | PPG(Green=2080856, Red=2080856, Ir=2080856) | ACC(X=4.60090303421021, Y=6.26307201385498, Z=6.1840353012085) | HR=94 bpm | IBI=0 ms | Participant=P03
Row 3532 | Timestamp: 1710826467417 ms | PPG(Green=2082691, Red=2082691, Ir=2082691) | ACC(X=4.63203859329224, Y=6.34929418563843, Z=6.13373899459839) | HR=94 bpm | IBI=0 ms | Participant=P03
Row 3533 | Timestamp: 1710826467458 ms | PPG(Green=2084773, Red=2084773, Ir=2084773) | ACC(X=4.70149517059326, Y=6.31336832046509, Z=6.13852882385254) | HR=93 bpm | IBI=0 ms | Participant=P03
Row 3534 | Timestamp: 1710826467498 ms | PPG(Green=2084612, Red=2084612, Ir=2084612) | ACC(X=4.63443374633789, Y=6.22954130172729, Z=6.10499811172485) | HR=92 bpm | IBI=0 ms | Participant=P03
Row 3535 | Timestamp: 1710826467539 ms | PPG(Green=2078560, Red=2078560, Ir=2078560) | ACC(X=4.57455730438232, Y=6.34210872650146, Z=6.08583784103394) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 3536 | Timestamp: 1710826467579 ms | PPG(Green=2070896, Red=2070896, Ir=2070896) | ACC(X=4.60569286346436, Y=6.31336832046509, Z=6.16247940063477) | HR=89 bpm | IBI=0 ms | Participant=P03
Row 3537 | Timestamp: 1710826467619 ms | PPG(Green=2066108, Red=2066108, Ir=2066108) | ACC(X=4.5577917098999, Y=6.28941774368286, Z=6.13134384155273) | HR=88 bpm | IBI=0 ms | Participant=P03
Row 3538 | Timestamp: 1710826467660 ms | PPG(Green=2063628, Red=2063628, Ir=2063628) | ACC(X=4.62006330490112, Y=6.30139303207397, Z=6.06667709350586) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 3539 | Timestamp: 1710826467700 ms | PPG(Green=2062379, Red=2062379, Ir=2062379) | ACC(X=4.58174228668213, Y=6.32294845581055, Z=6.1457142829895) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 3540 | Timestamp: 1710826467740 ms | PPG(Green=2061729, Red=2061729, Ir=2061729) | ACC(X=4.63682889938354, Y=6.35887432098389, Z=6.1026029586792) | HR=86 bpm | IBI=0 ms | Participant=P03
Row 3541 | Timestamp: 1710826467780 ms | PPG(Green=2061470, Red=2061470, Ir=2061470) | ACC(X=4.58413743972778, Y=6.36845445632935, Z=6.15289926528931) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 3542 | Timestamp: 1710826467820 ms | PPG(Green=2060847, Red=2060847, Ir=2060847) | ACC(X=4.61766815185547, Y=6.29660272598267, Z=6.09781312942505) | HR=88 bpm | IBI=0 ms | Participant=P03
Row 3543 | Timestamp: 1710826467861 ms | PPG(Green=2059693, Red=2059693, Ir=2059693) | ACC(X=4.56976699829102, Y=6.24630641937256, Z=6.1026029586792) | HR=89 bpm | IBI=0 ms | Participant=P03
Row 3544 | Timestamp: 1710826467901 ms | PPG(Green=2058884, Red=2058884, Ir=2058884) | ACC(X=4.56976699829102, Y=6.3780345916748, Z=6.07146739959717) | HR=0 bpm | IBI=0 ms | Participant=P03
Row 3545 | Timestamp: 1710826467941 ms | PPG(Green=2058770, Red=2058770, Ir=2058770) | ACC(X=4.58653259277344, Y=6.41875076293945, Z=6.15289926528931) | HR=93 bpm | IBI=0 ms | Participant=P03
Row 3546 | Timestamp: 1710826467981 ms | PPG(Green=2059520, Red=2059520, Ir=2059520) | ACC(X=4.6919150352478, Y=6.34450387954712, Z=6.11457824707031) | HR=94 bpm | IBI=0 ms | Participant=P03
Row 3547 | Timestamp: 1710826468022 ms | PPG(Green=2060436, Red=2060436, Ir=2060436) | ACC(X=4.52905130386353, Y=6.34210872650146, Z=6.15768957138062) | HR=92 bpm | IBI=0 ms | Participant=P03
Row 3548 | Timestamp: 1710826468063 ms | PPG(Green=2061799, Red=2061799, Ir=2061799) | ACC(X=4.60808801651001, Y=6.31097316741943, Z=6.12415885925293) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 3549 | Timestamp: 1710826468102 ms | PPG(Green=2063156, Red=2063156, Ir=2063156) | ACC(X=4.57695245742798, Y=6.30857801437378, Z=6.06667709350586) | HR=89 bpm | IBI=0 ms | Participant=P03
Row 3550 | Timestamp: 1710826468142 ms | PPG(Green=2064548, Red=2064548, Ir=2064548) | ACC(X=4.63682889938354, Y=6.33971357345581, Z=6.1026029586792) | HR=88 bpm | IBI=0 ms | Participant=P03
Row 3551 | Timestamp: 1710826468183 ms | PPG(Green=2066098, Red=2066098, Ir=2066098) | ACC(X=4.59850788116455, Y=6.35887432098389, Z=6.06907224655151) | HR=88 bpm | IBI=0 ms | Participant=P03
